,Path,Target
9790,../data/classification/Enron_spam/enron3/ham/2161.2001-08-29.kitchen.ham.txt,0.0
7275,../data/classification/Enron_spam/enron2/ham/4446.2001-02-10.kaminski.ham.txt,0.0
12037,../data/classification/Enron_spam/enron3/ham/2543.2001-09-17.kitchen.ham.txt,0.0
1006,../data/classification/Enron_spam/enron1/ham/2773.2000-11-06.farmer.ham.txt,0.0
6896,../data/classification/Enron_spam/enron4/spam/3655.2004-12-23.GP.spam.txt,1.0
1358,../data/classification/Enron_spam/enron1/ham/1769.2000-07-27.farmer.ham.txt,0.0
3864,../data/classification/Enron_spam/enron2/ham/0995.2000-04-14.kaminski.ham.txt,0.0
15615,../data/classification/Enron_spam/enron6/spam/0613.2004-09-15.BG.spam.txt,1.0
1777,../data/classification/Enron_spam/enron2/spam/0863.2002-07-23.SA_and_HP.spam.txt,1.0
15007,../data/classification/Enron_spam/enron6/spam/2064.2004-12-11.BG.spam.txt,1.0
10815,../data/classification/Enron_spam/enron5/spam/2029.2005-06-24.SA_and_HP.spam.txt,1.0
3391,../data/classification/Enron_spam/enron1/ham/4462.2001-05-02.farmer.ham.txt,0.0
11481,../data/classification/Enron_spam/enron5/spam/0713.2002-07-23.SA_and_HP.spam.txt,1.0
14356,../data/classification/Enron_spam/enron5/ham/2694.2000-09-25.beck.ham.txt,0.0
1810,../data/classification/Enron_spam/enron2/spam/3955.2005-07-04.SA_and_HP.spam.txt,1.0
9309,../data/classification/Enron_spam/enron3/ham/4313.2001-11-28.kitchen.ham.txt,0.0
5441,../data/classification/Enron_spam/enron2/ham/5463.2001-04-25.kaminski.ham.txt,0.0
9758,../data/classification/Enron_spam/enron5/spam/2488.2005-06-28.SA_and_HP.spam.txt,1.0
16837,../data/classification/Enron_spam/enron6/spam/0196.2004-08-14.BG.spam.txt,1.0
11537,../data/classification/Enron_spam/enron3/ham/5458.2002-02-04.kitchen.ham.txt,0.0
9461,../data/classification/Enron_spam/enron5/spam/3485.2005-07-05.SA_and_HP.spam.txt,1.0
13824,../data/classification/Enron_spam/enron6/spam/0243.2004-08-18.BG.spam.txt,1.0
5033,../data/classification/Enron_spam/enron2/ham/0667.2000-03-08.kaminski.ham.txt,0.0
14934,../data/classification/Enron_spam/enron5/ham/0387.2000-02-29.beck.ham.txt,0.0
563,../data/classification/Enron_spam/enron1/spam/0721.2004-03-25.GP.spam.txt,1.0
6513,../data/classification/Enron_spam/enron2/ham/0358.2000-02-01.kaminski.ham.txt,0.0
12140,../data/classification/Enron_spam/enron5/spam/5151.2005-07-22.SA_and_HP.spam.txt,1.0
11156,../data/classification/Enron_spam/enron5/spam/3983.2005-07-14.SA_and_HP.spam.txt,1.0
8226,../data/classification/Enron_spam/enron4/spam/3901.2005-01-13.GP.spam.txt,1.0
2712,../data/classification/Enron_spam/enron1/ham/2090.2000-08-30.farmer.ham.txt,0.0
2746,../data/classification/Enron_spam/enron1/ham/0966.2000-04-19.farmer.ham.txt,0.0
8550,../data/classification/Enron_spam/enron3/ham/4976.2002-01-08.kitchen.ham.txt,0.0
4719,../data/classification/Enron_spam/enron2/ham/5143.2001-04-11.kaminski.ham.txt,0.0
14471,../data/classification/Enron_spam/enron6/spam/2526.2005-01-04.BG.spam.txt,1.0
14953,../data/classification/Enron_spam/enron5/ham/5027.2001-04-10.beck.ham.txt,0.0
5449,../data/classification/Enron_spam/enron4/spam/3642.2004-12-22.GP.spam.txt,1.0
11974,../data/classification/Enron_spam/enron5/spam/0370.2002-06-02.SA_and_HP.spam.txt,1.0
7411,../data/classification/Enron_spam/enron4/spam/1042.2004-05-03.GP.spam.txt,1.0
6258,../data/classification/Enron_spam/enron2/ham/1669.2000-06-30.kaminski.ham.txt,0.0
473,../data/classification/Enron_spam/enron1/spam/4931.2005-07-26.GP.spam.txt,1.0
7637,../data/classification/Enron_spam/enron4/spam/0543.2004-03-04.GP.spam.txt,1.0
11049,../data/classification/Enron_spam/enron5/spam/2388.2005-06-27.SA_and_HP.spam.txt,1.0
11117,../data/classification/Enron_spam/enron3/ham/2187.2001-08-30.kitchen.ham.txt,0.0
14188,../data/classification/Enron_spam/enron5/ham/3488.2000-11-17.beck.ham.txt,0.0
12726,../data/classification/Enron_spam/enron6/spam/1183.2004-10-23.BG.spam.txt,1.0
6381,../data/classification/Enron_spam/enron4/spam/2816.2004-10-22.GP.spam.txt,1.0
16135,../data/classification/Enron_spam/enron6/ham/4118.2001-08-02.lokay.ham.txt,0.0
2392,../data/classification/Enron_spam/enron1/ham/3024.2000-12-05.farmer.ham.txt,0.0
15727,../data/classification/Enron_spam/enron6/spam/1945.2004-12-03.BG.spam.txt,1.0
9401,../data/classification/Enron_spam/enron3/ham/4248.2001-11-26.kitchen.ham.txt,0.0
11676,../data/classification/Enron_spam/enron3/ham/0308.2001-03-22.kitchen.ham.txt,0.0
10310,../data/classification/Enron_spam/enron5/spam/5007.2005-07-21.SA_and_HP.spam.txt,1.0
11864,../data/classification/Enron_spam/enron3/ham/0911.2001-05-04.kitchen.ham.txt,0.0
1561,../data/classification/Enron_spam/enron1/ham/0369.2000-02-08.farmer.ham.txt,0.0
13208,../data/classification/Enron_spam/enron6/spam/2681.2005-01-12.BG.spam.txt,1.0
10940,../data/classification/Enron_spam/enron3/ham/5044.2002-01-10.kitchen.ham.txt,0.0
11079,../data/classification/Enron_spam/enron5/spam/4847.2005-07-19.SA_and_HP.spam.txt,1.0
1594,../data/classification/Enron_spam/enron1/ham/5070.2001-11-14.farmer.ham.txt,0.0
3563,../data/classification/Enron_spam/enron3/spam/2409.2005-01-14.BG.spam.txt,1.0
795,../data/classification/Enron_spam/enron1/spam/4359.2005-04-24.GP.spam.txt,1.0
16899,../data/classification/Enron_spam/enron6/spam/0433.2004-09-02.BG.spam.txt,1.0
3676,../data/classification/Enron_spam/enron2/ham/1433.2000-06-12.kaminski.ham.txt,0.0
12845,../data/classification/Enron_spam/enron6/spam/5406.2005-06-24.BG.spam.txt,1.0
7480,../data/classification/Enron_spam/enron2/ham/1814.2000-07-14.kaminski.ham.txt,0.0
12862,../data/classification/Enron_spam/enron4/ham/5367.2002-01-25.williams.ham.txt,0.0
11134,../data/classification/Enron_spam/enron3/ham/5009.2002-01-09.kitchen.ham.txt,0.0
5594,../data/classification/Enron_spam/enron2/ham/2483.2000-09-18.kaminski.ham.txt,0.0
11670,../data/classification/Enron_spam/enron5/spam/1160.2002-09-08.SA_and_HP.spam.txt,1.0
1690,../data/classification/Enron_spam/enron1/ham/2159.2000-09-05.farmer.ham.txt,0.0
9199,../data/classification/Enron_spam/enron5/spam/2902.2005-06-30.SA_and_HP.spam.txt,1.0
14399,../data/classification/Enron_spam/enron6/spam/1651.2004-11-17.BG.spam.txt,1.0
13830,../data/classification/Enron_spam/enron6/spam/2961.2005-01-23.BG.spam.txt,1.0
6412,../data/classification/Enron_spam/enron2/ham/3717.2000-12-18.kaminski.ham.txt,0.0
11655,../data/classification/Enron_spam/enron5/spam/2357.2005-06-27.SA_and_HP.spam.txt,1.0
64,../data/classification/Enron_spam/enron1/ham/2577.2000-10-18.farmer.ham.txt,0.0
9331,../data/classification/Enron_spam/enron5/spam/4566.2005-07-19.SA_and_HP.spam.txt,1.0
15039,../data/classification/Enron_spam/enron6/spam/2595.2005-01-08.BG.spam.txt,1.0
6363,../data/classification/Enron_spam/enron4/spam/0144.2004-01-08.GP.spam.txt,1.0
2098,../data/classification/Enron_spam/enron2/spam/3052.2005-06-29.SA_and_HP.spam.txt,1.0
824,../data/classification/Enron_spam/enron1/ham/4183.2001-04-04.farmer.ham.txt,0.0
5027,../data/classification/Enron_spam/enron4/spam/3605.2004-12-20.GP.spam.txt,1.0
15409,../data/classification/Enron_spam/enron6/ham/3360.2001-04-03.lokay.ham.txt,0.0
337,../data/classification/Enron_spam/enron1/spam/4225.2005-04-10.GP.spam.txt,1.0
1573,../data/classification/Enron_spam/enron2/spam/2228.2005-06-23.SA_and_HP.spam.txt,1.0
763,../data/classification/Enron_spam/enron1/spam/2484.2004-10-13.GP.spam.txt,1.0
11962,../data/classification/Enron_spam/enron5/spam/5159.2005-07-22.SA_and_HP.spam.txt,1.0
4717,../data/classification/Enron_spam/enron2/ham/0029.1999-12-16.kaminski.ham.txt,0.0
1049,../data/classification/Enron_spam/enron1/spam/2153.2004-09-13.GP.spam.txt,1.0
202,../data/classification/Enron_spam/enron1/spam/0147.2004-01-04.GP.spam.txt,1.0
13107,../data/classification/Enron_spam/enron4/ham/4285.2002-01-06.williams.ham.txt,0.0
255,../data/classification/Enron_spam/enron1/spam/0763.2004-04-03.GP.spam.txt,1.0
16389,../data/classification/Enron_spam/enron6/spam/4555.2005-04-26.BG.spam.txt,1.0
12997,../data/classification/Enron_spam/enron4/ham/1532.2001-07-25.williams.ham.txt,0.0
534,../data/classification/Enron_spam/enron1/spam/3897.2005-02-22.GP.spam.txt,1.0
16976,../data/classification/Enron_spam/enron6/spam/1831.2004-11-26.BG.spam.txt,1.0
12260,../data/classification/Enron_spam/enron5/spam/4769.2005-07-19.SA_and_HP.spam.txt,1.0
8654,../data/classification/Enron_spam/enron4/spam/4873.2005-04-12.GP.spam.txt,1.0
8643,../data/classification/Enron_spam/enron4/spam/1161.2004-05-13.GP.spam.txt,1.0
14135,../data/classification/Enron_spam/enron6/spam/3322.2005-02-08.BG.spam.txt,1.0
289,../data/classification/Enron_spam/enron1/ham/3369.2001-01-18.farmer.ham.txt,0.0
10535,../data/classification/Enron_spam/enron3/ham/3574.2001-10-31.kitchen.ham.txt,0.0
9375,../data/classification/Enron_spam/enron5/spam/0016.2001-07-06.SA_and_HP.spam.txt,1.0
13,../data/classification/Enron_spam/enron1/ham/4531.2001-05-10.farmer.ham.txt,0.0
1509,../data/classification/Enron_spam/enron2/spam/1638.2005-04-12.SA_and_HP.spam.txt,1.0
3753,../data/classification/Enron_spam/enron2/ham/2884.2000-10-18.kaminski.ham.txt,0.0
14667,../data/classification/Enron_spam/enron6/spam/3459.2005-02-15.BG.spam.txt,1.0
7914,../data/classification/Enron_spam/enron4/spam/1113.2004-05-07.GP.spam.txt,1.0
3464,../data/classification/Enron_spam/enron1/ham/3102.2000-12-14.farmer.ham.txt,0.0
3571,../data/classification/Enron_spam/enron3/spam/2138.2004-12-29.BG.spam.txt,1.0
1222,../data/classification/Enron_spam/enron1/ham/0095.1999-12-29.farmer.ham.txt,0.0
6298,../data/classification/Enron_spam/enron4/spam/1335.2004-06-01.GP.spam.txt,1.0
9649,../data/classification/Enron_spam/enron3/ham/3422.2001-10-25.kitchen.ham.txt,0.0
5659,../data/classification/Enron_spam/enron2/ham/3338.2000-11-15.kaminski.ham.txt,0.0
6000,../data/classification/Enron_spam/enron2/ham/3261.2000-11-09.kaminski.ham.txt,0.0
702,../data/classification/Enron_spam/enron1/ham/4022.2001-03-27.farmer.ham.txt,0.0
942,../data/classification/Enron_spam/enron1/spam/3893.2005-02-22.GP.spam.txt,1.0
6057,../data/classification/Enron_spam/enron4/spam/2203.2004-08-30.GP.spam.txt,1.0
14607,../data/classification/Enron_spam/enron6/spam/5165.2005-06-07.BG.spam.txt,1.0
10314,../data/classification/Enron_spam/enron3/ham/3923.2001-11-12.kitchen.ham.txt,0.0
10493,../data/classification/Enron_spam/enron3/ham/5417.2002-02-02.kitchen.ham.txt,0.0
4791,../data/classification/Enron_spam/enron4/spam/2076.2004-08-19.GP.spam.txt,1.0
3165,../data/classification/Enron_spam/enron3/spam/5204.2005-07-08.BG.spam.txt,1.0
7382,../data/classification/Enron_spam/enron4/spam/4641.2005-03-14.GP.spam.txt,1.0
11491,../data/classification/Enron_spam/enron5/spam/1288.2002-09-23.SA_and_HP.spam.txt,1.0
373,../data/classification/Enron_spam/enron1/spam/4513.2005-05-19.GP.spam.txt,1.0
11686,../data/classification/Enron_spam/enron5/spam/2191.2005-06-26.SA_and_HP.spam.txt,1.0
2110,../data/classification/Enron_spam/enron2/spam/5139.2005-07-19.SA_and_HP.spam.txt,1.0
9301,../data/classification/Enron_spam/enron3/ham/1566.2001-07-13.kitchen.ham.txt,0.0
10646,../data/classification/Enron_spam/enron5/spam/2437.2005-06-27.SA_and_HP.spam.txt,1.0
694,../data/classification/Enron_spam/enron1/spam/3221.2004-12-16.GP.spam.txt,1.0
15383,../data/classification/Enron_spam/enron6/ham/0005.2000-06-06.lokay.ham.txt,0.0
3642,../data/classification/Enron_spam/enron3/spam/2655.2005-01-23.BG.spam.txt,1.0
7949,../data/classification/Enron_spam/enron4/spam/1606.2004-07-02.GP.spam.txt,1.0
14348,../data/classification/Enron_spam/enron6/spam/2827.2005-01-19.BG.spam.txt,1.0
2971,../data/classification/Enron_spam/enron1/ham/3263.2001-01-05.farmer.ham.txt,0.0
1911,../data/classification/Enron_spam/enron2/spam/5573.2005-07-20.SA_and_HP.spam.txt,1.0
4431,../data/classification/Enron_spam/enron2/ham/1360.2000-05-26.kaminski.ham.txt,0.0
562,../data/classification/Enron_spam/enron1/ham/4998.2001-10-22.farmer.ham.txt,0.0
8453,../data/classification/Enron_spam/enron3/ham/1731.2001-07-24.kitchen.ham.txt,0.0
15943,../data/classification/Enron_spam/enron6/spam/1022.2004-10-12.BG.spam.txt,1.0
5160,../data/classification/Enron_spam/enron2/ham/3156.2000-11-02.kaminski.ham.txt,0.0
3816,../data/classification/Enron_spam/enron2/ham/2850.2000-10-17.kaminski.ham.txt,0.0
11441,../data/classification/Enron_spam/enron3/ham/5285.2002-01-28.kitchen.ham.txt,0.0
14525,../data/classification/Enron_spam/enron5/ham/3648.2000-12-07.beck.ham.txt,0.0
9397,../data/classification/Enron_spam/enron3/ham/3603.2001-10-31.kitchen.ham.txt,0.0
15369,../data/classification/Enron_spam/enron6/ham/1109.2000-09-19.lokay.ham.txt,0.0
9794,../data/classification/Enron_spam/enron5/spam/0302.2002-05-26.SA_and_HP.spam.txt,1.0
8925,../data/classification/Enron_spam/enron4/spam/0969.2004-04-25.GP.spam.txt,1.0
1432,../data/classification/Enron_spam/enron1/spam/3113.2004-12-08.GP.spam.txt,1.0
1879,../data/classification/Enron_spam/enron2/spam/1188.2002-08-22.SA_and_HP.spam.txt,1.0
8920,../data/classification/Enron_spam/enron4/spam/5384.2005-06-08.GP.spam.txt,1.0
8002,../data/classification/Enron_spam/enron4/spam/1980.2004-08-10.GP.spam.txt,1.0
8937,../data/classification/Enron_spam/enron3/ham/2191.2001-08-30.kitchen.ham.txt,0.0
10625,../data/classification/Enron_spam/enron5/spam/1019.2002-08-23.SA_and_HP.spam.txt,1.0
4788,../data/classification/Enron_spam/enron4/spam/2961.2004-11-03.GP.spam.txt,1.0
11740,../data/classification/Enron_spam/enron5/spam/2532.2005-06-28.SA_and_HP.spam.txt,1.0
13903,../data/classification/Enron_spam/enron6/spam/1696.2004-11-19.BG.spam.txt,1.0
13176,../data/classification/Enron_spam/enron6/spam/0046.2004-08-03.BG.spam.txt,1.0
16040,../data/classification/Enron_spam/enron6/ham/3453.2001-04-19.lokay.ham.txt,0.0
10451,../data/classification/Enron_spam/enron3/ham/2878.2001-10-02.kitchen.ham.txt,0.0
8055,../data/classification/Enron_spam/enron3/ham/1445.2001-07-04.kitchen.ham.txt,0.0
8002,../data/classification/Enron_spam/enron2/ham/3753.2000-12-19.kaminski.ham.txt,0.0
7162,../data/classification/Enron_spam/enron2/ham/0293.2000-01-24.kaminski.ham.txt,0.0
7244,../data/classification/Enron_spam/enron2/ham/1852.2000-07-24.kaminski.ham.txt,0.0
4630,../data/classification/Enron_spam/enron4/spam/3270.2004-11-25.GP.spam.txt,1.0
3386,../data/classification/Enron_spam/enron3/spam/4490.2005-05-18.BG.spam.txt,1.0
7561,../data/classification/Enron_spam/enron2/ham/1620.2000-06-29.kaminski.ham.txt,0.0
13635,../data/classification/Enron_spam/enron5/ham/0756.2000-04-17.beck.ham.txt,0.0
3401,../data/classification/Enron_spam/enron1/ham/2639.2000-10-24.farmer.ham.txt,0.0
8081,../data/classification/Enron_spam/enron4/spam/0868.2004-04-14.GP.spam.txt,1.0
14905,../data/classification/Enron_spam/enron5/ham/4617.2001-03-12.beck.ham.txt,0.0
12071,../data/classification/Enron_spam/enron5/spam/4335.2005-07-18.SA_and_HP.spam.txt,1.0
13058,../data/classification/Enron_spam/enron6/spam/0126.2004-08-10.BG.spam.txt,1.0
12133,../data/classification/Enron_spam/enron5/spam/1384.2005-03-19.SA_and_HP.spam.txt,1.0
593,../data/classification/Enron_spam/enron1/ham/3879.2001-03-20.farmer.ham.txt,0.0
7599,../data/classification/Enron_spam/enron4/spam/4091.2005-01-30.GP.spam.txt,1.0
13883,../data/classification/Enron_spam/enron5/ham/3704.2000-12-11.beck.ham.txt,0.0
2652,../data/classification/Enron_spam/enron1/ham/0343.2000-02-04.farmer.ham.txt,0.0
13089,../data/classification/Enron_spam/enron4/ham/4200.2002-01-04.williams.ham.txt,0.0
5250,../data/classification/Enron_spam/enron2/ham/3104.2000-11-01.kaminski.ham.txt,0.0
13437,../data/classification/Enron_spam/enron4/ham/4354.2002-01-07.williams.ham.txt,0.0
16214,../data/classification/Enron_spam/enron6/spam/5327.2005-06-18.BG.spam.txt,1.0
5238,../data/classification/Enron_spam/enron2/ham/4289.2001-01-26.kaminski.ham.txt,0.0
9142,../data/classification/Enron_spam/enron5/spam/2646.2005-06-29.SA_and_HP.spam.txt,1.0
11052,../data/classification/Enron_spam/enron3/ham/2200.2001-08-31.kitchen.ham.txt,0.0
2353,../data/classification/Enron_spam/enron2/spam/2903.2005-06-28.SA_and_HP.spam.txt,1.0
16211,../data/classification/Enron_spam/enron6/spam/3391.2005-02-11.BG.spam.txt,1.0
1620,../data/classification/Enron_spam/enron2/spam/5716.2005-07-21.SA_and_HP.spam.txt,1.0
9855,../data/classification/Enron_spam/enron3/ham/1453.2001-07-05.kitchen.ham.txt,0.0
4114,../data/classification/Enron_spam/enron2/ham/5515.2001-04-27.kaminski.ham.txt,0.0
4902,../data/classification/Enron_spam/enron4/spam/3172.2004-11-18.GP.spam.txt,1.0
10346,../data/classification/Enron_spam/enron3/ham/1878.2001-08-02.kitchen.ham.txt,0.0
881,../data/classification/Enron_spam/enron1/spam/3828.2005-02-15.GP.spam.txt,1.0
7585,../data/classification/Enron_spam/enron4/spam/3665.2004-12-24.GP.spam.txt,1.0
4446,../data/classification/Enron_spam/enron3/spam/2066.2004-12-25.BG.spam.txt,1.0
5670,../data/classification/Enron_spam/enron4/spam/0706.2004-03-30.GP.spam.txt,1.0
15223,../data/classification/Enron_spam/enron6/spam/4347.2005-04-11.BG.spam.txt,1.0
4226,../data/classification/Enron_spam/enron2/ham/4558.2001-02-27.kaminski.ham.txt,0.0
14185,../data/classification/Enron_spam/enron5/ham/3204.2000-10-27.beck.ham.txt,0.0
5198,../data/classification/Enron_spam/enron4/spam/4052.2005-01-27.GP.spam.txt,1.0
8336,../data/classification/Enron_spam/enron3/ham/0661.2001-04-18.kitchen.ham.txt,0.0
15792,../data/classification/Enron_spam/enron6/ham/0526.2000-07-25.lokay.ham.txt,0.0
13090,../data/classification/Enron_spam/enron6/spam/3744.2005-03-04.BG.spam.txt,1.0
16095,../data/classification/Enron_spam/enron6/ham/2948.2001-02-02.lokay.ham.txt,0.0
3267,../data/classification/Enron_spam/enron3/spam/3290.2005-02-24.BG.spam.txt,1.0
5984,../data/classification/Enron_spam/enron2/ham/2181.2000-08-15.kaminski.ham.txt,0.0
5620,../data/classification/Enron_spam/enron4/spam/2495.2004-09-26.GP.spam.txt,1.0
12833,../data/classification/Enron_spam/enron4/ham/3273.2001-12-19.williams.ham.txt,0.0
14640,../data/classification/Enron_spam/enron5/ham/2523.2000-09-12.beck.ham.txt,0.0
6063,../data/classification/Enron_spam/enron4/spam/5714.2005-07-25.GP.spam.txt,1.0
803,../data/classification/Enron_spam/enron1/ham/2241.2000-09-14.farmer.ham.txt,0.0
8948,../data/classification/Enron_spam/enron4/spam/5609.2005-07-09.GP.spam.txt,1.0
7582,../data/classification/Enron_spam/enron2/ham/3703.2000-12-15.kaminski.ham.txt,0.0
8866,../data/classification/Enron_spam/enron3/ham/0616.2001-04-16.kitchen.ham.txt,0.0
7115,../data/classification/Enron_spam/enron4/spam/4528.2005-03-04.GP.spam.txt,1.0
7284,../data/classification/Enron_spam/enron4/spam/5806.2005-08-10.GP.spam.txt,1.0
10310,../data/classification/Enron_spam/enron3/ham/1417.2001-07-02.kitchen.ham.txt,0.0
2262,../data/classification/Enron_spam/enron2/spam/4834.2005-07-16.SA_and_HP.spam.txt,1.0
15008,../data/classification/Enron_spam/enron6/spam/3893.2005-03-13.BG.spam.txt,1.0
669,../data/classification/Enron_spam/enron1/spam/4123.2005-03-22.GP.spam.txt,1.0
1015,../data/classification/Enron_spam/enron1/ham/0488.2000-02-24.farmer.ham.txt,0.0
5353,../data/classification/Enron_spam/enron4/spam/1060.2004-05-04.GP.spam.txt,1.0
11224,../data/classification/Enron_spam/enron3/ham/5043.2002-01-10.kitchen.ham.txt,0.0
12240,../data/classification/Enron_spam/enron4/ham/3748.2001-12-27.williams.ham.txt,0.0
14861,../data/classification/Enron_spam/enron5/ham/1638.2000-06-26.beck.ham.txt,0.0
11755,../data/classification/Enron_spam/enron5/spam/4219.2005-07-17.SA_and_HP.spam.txt,1.0
16539,../data/classification/Enron_spam/enron6/spam/4496.2005-04-22.BG.spam.txt,1.0
7462,../data/classification/Enron_spam/enron4/spam/4689.2005-03-20.GP.spam.txt,1.0
7250,../data/classification/Enron_spam/enron4/spam/1732.2004-07-13.GP.spam.txt,1.0
1987,../data/classification/Enron_spam/enron2/spam/0739.2002-07-21.SA_and_HP.spam.txt,1.0
6753,../data/classification/Enron_spam/enron2/ham/1846.2000-07-21.kaminski.ham.txt,0.0
16929,../data/classification/Enron_spam/enron6/spam/0650.2004-09-17.BG.spam.txt,1.0
1640,../data/classification/Enron_spam/enron2/spam/0326.2002-05-25.SA_and_HP.spam.txt,1.0
4029,../data/classification/Enron_spam/enron2/ham/3468.2000-11-28.kaminski.ham.txt,0.0
11596,../data/classification/Enron_spam/enron5/spam/1375.2004-07-19.SA_and_HP.spam.txt,1.0
14694,../data/classification/Enron_spam/enron5/ham/3235.2000-10-30.beck.ham.txt,0.0
10166,../data/classification/Enron_spam/enron5/spam/1548.2005-06-21.SA_and_HP.spam.txt,1.0
11628,../data/classification/Enron_spam/enron3/ham/2492.2001-09-13.kitchen.ham.txt,0.0
11323,../data/classification/Enron_spam/enron3/ham/2718.2001-09-25.kitchen.ham.txt,0.0
16364,../data/classification/Enron_spam/enron6/ham/5438.2002-01-29.lokay.ham.txt,0.0
13473,../data/classification/Enron_spam/enron4/ham/1910.2001-08-06.williams.ham.txt,0.0
8335,../data/classification/Enron_spam/enron3/ham/0094.2001-03-02.kitchen.ham.txt,0.0
11370,../data/classification/Enron_spam/enron3/ham/0066.2001-02-23.kitchen.ham.txt,0.0
10813,../data/classification/Enron_spam/enron3/ham/3405.2001-10-25.kitchen.ham.txt,0.0
9257,../data/classification/Enron_spam/enron3/ham/2739.2001-09-26.kitchen.ham.txt,0.0
1049,../data/classification/Enron_spam/enron1/ham/1069.2000-05-12.farmer.ham.txt,0.0
9727,../data/classification/Enron_spam/enron5/spam/2850.2005-06-30.SA_and_HP.spam.txt,1.0
12754,../data/classification/Enron_spam/enron6/spam/4082.2005-03-24.BG.spam.txt,1.0
